county,state,population,lat,lon,lat_gmap,lon_gmap
Dewey County,ok,4863,36.00200000000001,-99.03699999999999,36.017265,-98.92453429999999
Dewey County,sd,5579,45.057500000000005,-101.0485,45.2486497,-100.7110465
Dickens County,tx,2281,33.616,-100.779,33.5985109,-100.7097867
Dickenson County,va,15463,37.1435,-82.3635,37.0929465,-82.34518899999999
Dickey County,nd,5195,46.05566666666667,-98.397,46.1265285,-98.4554399
Dickinson County,ia,11988,43.3695,-95.12375,43.4049388,-95.18492189999999
Dickinson County,ks,12060,38.82,-97.15950000000001,38.85059770000001,-97.179026
Dickinson County,mi,26012,45.860571428571426,-87.99,45.9601394,-87.8616098
Dickson County,tn,38280,36.131875,-87.34750000000001,36.1459799,-87.30161319999999
Dillon County,sc,23720,34.4312,-79.34840000000001,34.3596012,-79.4253776
Dimmit County,tx,10682,28.421999999999997,-99.797,28.4116514,-99.8124935
Dinwiddie County,va,28110,37.144333333333336,-77.54499999999999,37.0769043,-77.6536125
District of Columbia,dc,539548,38.90807534246574,-77.0059383561644,38.9071923,-77.0368707
Divide County,nd,2314,48.816,-103.467,48.80561540000001,-103.582951
Dixie County,fl,16091,29.648666666666667,-83.10333333333334,29.5207227,-83.1649001
Dixon County,ne,5866,42.492,-96.84700000000001,42.4257719,-96.83509989999999
Doddridge County,wv,8201,39.2705,-80.74099999999999,39.2367791,-80.6770787
Dodge County,ga,21180,32.20216666666666,-83.15833333333333,32.1287268,-83.2077645
Dodge County,mn,20290,44.0356,-92.8434,43.9842889,-92.8577105
Dodge County,ne,36725,41.46755555555556,-96.5382222222222,41.6472611,-96.663812
Dodge County,wi,88547,43.42245,-88.72295000000001,43.3994215,-88.7108964
Dolores County,co,1862,37.69,-108.452,37.7530272,-108.5225709
Doniphan County,ks,5429,39.7735,-95.037,39.8245628,-95.18492189999999
Donley County,tx,3588,34.944,-100.875,34.9875355,-100.8903099
Dooly County,ga,14293,32.16866666666667,-83.82266666666668,32.1593447,-83.804868
Door County,wi,27731,44.935111111111105,-87.32644444444443,44.8341302,-87.3770488
Dorchester County,md,32534,38.50822222222222,-76.0371111111111,38.4152819,-76.17837390000001
Dorchester County,sc,130450,33.004818181818194,-80.23695454545454,33.1680383,-80.54384499999999
Dougherty County,ga,93310,31.565962962962956,-84.16899999999997,31.5439375,-84.2278796
Douglas County,co,289100,39.483553571428565,-104.8872142857143,39.2587106,-104.9388853
Douglas County,ga,136520,33.722150000000006,-84.7356,33.7290225,-84.7315563
Douglas County,il,19826,39.7766,-88.2532,39.7617631,-88.2071598
Douglas County,ks,107512,38.940149999999996,-95.25735,38.9107835,-95.26844369999999
Douglas County,mn,31346,45.913374999999995,-95.41075000000001,45.9279387,-95.4218815
Douglas County,mo,13516,36.937999999999995,-92.55399999999999,36.9708648,-92.49999179999999
Douglas County,ne,412159,41.26170000000001,-96.04368333333335,41.3148116,-96.19513200000002
Douglas County,nv,45742,38.953266666666664,-119.74493333333334,38.9265035,-119.6499162
Douglas County,or,107194,43.280772727272726,-123.36118181818183,43.1260694,-123.2492364
Douglas County,sd,2973,43.348,-98.408,43.4059132,-98.3964938
Douglas County,wa,39599,47.486374999999995,-120.11349999999999,47.7790617,-119.7474606
Douglas County,wi,43799,46.65416666666667,-92.04175,46.3490012,-91.75768889999999
Do̱a Ana County,nm,197498,32.23208108108107,-106.74194594594594,32.485767,-106.7234639
Drew County,ar,18740,33.608000000000004,-91.7548,33.5156463,-91.7538817
DuPage County,il,871258,41.853601990049725,-88.07141791044776,41.8243831,-88.0900762
Dubois County,in,42291,38.364,-86.90957142857144,38.357918,-86.8220341
Dubuque County,ia,75333,42.4948,-90.74615000000001,42.4694679,-90.8294002
Duchesne County,ut,19817,40.281333333333336,-110.24633333333334,40.2172448,-110.5215459
Dukes County,ma,17048,41.42175,-70.64250000000001,41.4039539,-70.6692655
Dundy County,ne,2015,40.176,-101.688,40.13061210000001,-101.6157773
Dunklin County,mo,31562,36.3134,-90.07820000000001,36.2364268,-90.055447
Dunn County,nd,4195,47.402,-102.622,47.2121625,-102.72602
Dunn County,wi,44159,44.920375,-91.90275000000001,44.909416,-91.9099238
Duplin County,nc,48804,34.94344444444445,-77.96022222222223,34.8840095,-78.0195387
Durham County,nc,234291,35.98447826086957,-78.90791304347827,36.0221805,-78.9031279
Dutchess County,ny,282936,41.698716216216205,-73.83551351351353,41.7784372,-73.7477857
Duval County,fl,883168,30.305421052631576,-81.62527485380116,30.3500511,-81.6035062
Duval County,tx,11577,27.759,-98.498,27.7525271,-98.5721016
Dyer County,tn,38054,36.048625,-89.361125,36.0445248,-89.436391
Eagle County,co,51812,39.58946153846154,-106.60176923076922,39.576406,-106.7234639
Early County,ga,10579,31.327199999999998,-84.91739999999999,31.3901106,-84.8984775
East Baton Rouge Parish,la,371373,30.466581081081088,-91.10510810810808,30.5693593,-91.09693999999999
East Carroll Parish,la,5210,32.736999999999995,-91.214,32.7570923,-91.2506002
East Feliciana Parish,la,16811,30.787999999999997,-91.118,30.8458948,-91.02032240000001
Eastland County,tx,18328,32.327799999999996,-98.8154,32.3240465,-98.7481167
Eaton County,mi,81304,42.6552,-84.74695,42.5886496,-84.7733325
Eau Claire County,wi,97217,44.79231578947368,-91.44905263157894,44.7683909,-91.28910359999999
Echols County,ga,4048,30.733,-82.94550000000001,30.7503289,-82.95015579999999
Ector County,tx,140636,31.87148148148149,-102.38603703703706,31.8246483,-102.5298028
Eddy County,nd,2370,47.717,-98.899,47.6963964,-98.88718159999999
Eddy County,nm,55641,32.49508333333333,-104.26550000000002,32.4170622,-104.4723301
Edgar County,il,17992,39.6606,-87.7218,39.71312229999999,-87.77633329999999
Edgecombe County,nc,46084,35.9,-77.63366666666666,35.8840053,-77.6536125
Edgefield County,sc,24586,33.726,-81.904,33.8015886,-81.9534815
Edmonson County,ky,12088,37.21933333333333,-86.24399999999999,37.1941682,-86.21584969999999
Edmunds County,sd,4018,45.418499999999995,-99.2105,45.458626,-99.181873
Edwards County,il,6649,38.411,-88.05433333333332,38.4267827,-88.050979
Edwards County,ks,1555,37.918,-99.356,37.865958,-99.2785583
Edwards County,tx,1906,29.957,-100.227,29.9282955,-100.439656
Effingham County,ga,49997,32.315111111111115,-81.30788888888888,32.378148,-81.38393260000001
Effingham County,il,34332,39.0865,-88.57762499999998,39.06217729999999,-88.55653099999999
El Dorado County,ca,182000,38.759609756097554,-120.65492682926833,38.74263759999999,-120.4357631
El Paso County,co,628633,38.86798373983737,-104.76469918699188,38.9108325,-104.4723301
El Paso County,tx,709614,31.77999264705883,-106.37975735294114,31.8039824,-106.2051484
Elbert County,co,16728,39.31816666666666,-104.43616666666667,39.35370040000001,-104.1930918
Elbert County,ga,19537,34.1254,-82.86600000000001,34.0795372,-82.8640623
Elk County,ks,2683,37.453,-96.244,37.3936365,-96.15269850000001
Elk County,pa,31370,41.437444444444445,-78.60511111111111,41.4284924,-78.5660852
Elkhart County,in,200685,41.63780555555556,-85.90819444444442,41.6062253,-85.84862360000001
Elko County,nv,32478,40.803,-115.54990000000001,41.2220182,-115.2837585
Ellis County,ks,22348,38.8974,-99.3144,38.8683549,-99.2785583
Ellis County,ok,4121,36.2285,-99.7475,36.2920072,-99.8124935
Ellis County,tx,139309,32.410888888888884,-96.81085185185184,32.2619765,-96.83509989999999
Ellsworth County,ks,6410,38.735,-98.2695,38.615225,-98.2212979
Elmore County,al,80763,32.56053333333333,-86.22879999999999,32.5647083,-86.0121573
Elmore County,id,22985,43.241,-115.64274999999999,43.1154284,-115.5264458
Emanuel County,ga,22731,32.58833333333333,-82.33516666666667,32.5726629,-82.3017728
Emery County,ut,10728,39.22833333333333,-110.855,39.0738385,-110.7122465
Emmet County,ia,7956,43.39666666666667,-94.81500000000001,43.34943,-94.6863782
Emmet County,mi,33018,45.454625,-84.935875,45.6418969,-84.9769067
Emmons County,nd,3463,46.288,-100.27,46.2061318,-100.2953039
Emporia city,va,5672,36.695,-77.5385,36.6859829,-77.5424809
Erath County,tx,30466,32.23416666666667,-98.24016666666665,32.17934040000001,-98.2212979
Erie County,ny,907931,42.883873913043445,-78.80042608695649,42.9023958,-78.8661589
Erie County,oh,62793,41.425133333333335,-82.6486,41.4349882,-82.4752757
Erie County,pa,243982,42.07303278688526,-80.06785245901638,42.0521954,-80.1875065
Escambia County,al,37935,31.112444444444446,-87.24822222222221,31.1394734,-87.14228949999999
Escambia County,fl,299449,30.476714285714284,-87.27231428571432,30.6389408,-87.3413599
Esmeralda County,nv,1141,37.723,-117.796,37.7866167,-117.3616476
Essex County,ma,625869,42.62156153846154,-70.97715384615384,42.7051144,-70.90712359999999
Essex County,nj,722383,40.763333333333314,-74.210859375,40.7947466,-74.2648829
Essex County,ny,38912,44.17438461538462,-73.69100000000002,44.0107408,-73.9507728
Essex County,va,11151,37.90966666666667,-76.90899999999999,37.9671684,-76.964306
Essex County,vt,6207,44.708666666666666,-71.77066666666667,44.7682631,-71.74361549999999
Estill County,ky,13099,37.68833333333333,-83.99933333333333,37.6975384,-83.9744262
Etowah County,al,103766,34.01963333333334,-86.0207,34.0455341,-86.05296039999999
Eureka County,nv,1669,40.081,-116.198,39.5126741,-115.9637979
Evangeline Parish,la,23474,30.68733333333333,-92.36833333333334,30.7821781,-92.38136209999999
Evans County,ga,10814,32.15233333333334,-81.89,32.1427011,-81.909826
Fairfax County,va,926926,38.84237198067632,-77.24920772946862,38.9085472,-77.2405153
Fairfax city,va,23402,38.8512,-77.3028,38.84622359999999,-77.30637329999999
Fairfield County,ct,899104,41.20011,-73.36094999999995,41.2559654,-73.37086959999999
Fairfield County,oh,116900,39.78147826086956,-82.64200000000001,39.830506,-82.6483442
Fairfield County,sc,19510,34.35175,-81.12299999999999,34.4478348,-81.0754657
Fall River County,sd,2714,43.24,-103.528,43.2240279,-103.4511768
Fallon County,mt,3057,46.283,-104.475,46.3762402,-104.4280327
Falls Church city,va,13308,38.885333333333335,-77.17533333333334,38.88233400000001,-77.1710914
Falls County,tx,17410,31.248499999999996,-96.96750000000002,31.1636412,-97.0068393
Fannin County,ga,23742,34.886399999999995,-84.32320000000001,34.8580405,-84.2278796
Fannin County,tx,27639,33.563125,-96.15275,33.5544296,-96.15269850000001
Faribault County,mn,14230,43.68483333333333,-93.9495,43.6448766,-93.9878427
Faulk County,sd,2359,45.07100000000001,-99.145,45.0827008,-99.1531325
Faulkner County,ar,74688,35.1034705882353,-92.39941176470587,35.1035858,-92.38136209999999
Fauquier County,va,55677,38.6914,-77.79033333333334,38.7208787,-77.79097759999999
Fayette County,al,15273,33.699999999999996,-87.7775,33.6871392,-87.77633329999999
Fayette County,ga,102740,33.42736842105264,-84.51078947368421,33.4502206,-84.4802606
Fayette County,ia,14235,42.82899999999999,-91.85319999999999,42.9258199,-91.9099238
Fayette County,il,22136,38.99728571428572,-89.03,39.0669568,-89.0179332
Fayette County,in,23773,39.64328571428571,-85.14957142857143,39.5920377,-85.14793639999999
Fayette County,ky,243881,38.025258064516116,-84.49148387096774,38.06064780000001,-84.4802606
Fayette County,oh,24793,39.53216666666667,-83.4555,39.5919809,-83.46435509999999
Fayette County,pa,119047,39.9491935483871,-79.7176129032258,39.9272324,-79.6502105
Fayette County,tn,35194,35.200199999999995,-89.4671,35.1257427,-89.4742177
Fayette County,tx,24849,29.89914285714286,-96.88457142857143,29.8896442,-96.83509989999999
Fayette County,wv,41434,38.02172727272727,-81.12545454545455,38.0615913,-81.0754657
Fentress County,tn,17931,36.366749999999996,-84.92025000000001,36.37106,-84.8984775
Fergus County,mt,11468,47.105000000000004,-109.406,47.2126745,-109.4141
Ferry County,wa,7652,48.517,-118.53699999999999,48.4718375,-118.4974069
Fillmore County,mn,20843,43.68483333333333,-92.11333333333334,43.6956298,-92.0665197
Fillmore County,ne,5697,40.525,-97.592,40.47101190000001,-97.5247243
Finney County,ks,27914,37.97555555555555,-100.85944444444445,38.0625252,-100.8903099
Fisher County,tx,3858,32.756,-100.4025,32.7398733,-100.3497895
Flagler County,fl,100783,29.523950000000003,-81.22025,29.4086072,-81.2518833
Flathead County,mt,75774,48.24400000000001,-114.25966666666665,48.424152,-114.15315
Fleming County,ky,10402,38.37566666666667,-83.74799999999999,38.3987633,-83.67739279999999
Florence County,sc,126487,34.10182142857145,-79.76289285714286,33.9828684,-79.6502105
Florence County,wi,4476,45.8645,-88.37200000000001,45.8161658,-88.3547524
Floyd County,ga,96169,34.261250000000004,-85.18509999999999,34.2828967,-85.2308414
Floyd County,ia,8211,43.065,-92.794,43.0615947,-92.8577105
Floyd County,in,71786,38.31447368421052,-85.84589473684211,38.2869276,-85.8895551
Floyd County,ky,30281,37.546285714285716,-82.73585714285714,37.5455463,-82.7778579
Floyd County,tx,6178,34.064,-101.303,34.0791533,-101.2523792
Floyd County,va,15523,36.951,-80.33066666666667,36.9446308,-80.32131059999999
Fluvanna County,va,26014,37.87425,-78.2945,37.8532863,-78.24761459999999
Foard County,tx,1197,33.988,-99.761,33.9865825,-99.7678687
Fond du Lac County,wi,101920,43.7684,-88.49799999999999,43.7008379,-88.24611829999999
Ford County,il,13835,40.5396,-88.22380000000001,40.4988592,-88.2071598
Ford County,ks,32579,37.758,-99.99933333333333,37.6540069,-99.8124935
Forest County,pa,7581,41.504,-79.26833333333332,41.53410119999999,-79.24511489999999
Forest County,wi,9150,45.614,-88.77425,45.6704497,-88.83758069999999
Forrest County,ms,66060,31.31526666666667,-89.29353333333331,31.2148677,-89.28472510000002
Forsyth County,ga,191851,34.200204545454554,-84.13831818181818,34.2358502,-84.14351359999999
Forsyth County,nc,307996,36.1070641025641,-80.24602564102565,36.1200003,-80.1875065
Fort Bend County,tx,614704,29.59492647058825,-95.65164705882353,29.5692614,-95.81428849999999
Foster County,nd,3366,47.457,-98.883,47.4991972,-98.874618
Fountain County,in,16888,40.175,-87.2572,40.22271970000001,-87.3347575
Franklin County,al,31634,34.465333333333334,-87.82644444444446,34.3967457,-87.6186379
Franklin County,ar,17866,35.474666666666664,-93.87833333333333,35.5927966,-93.8248241
Franklin County,fl,11628,29.794,-84.89749999999998,29.7817695,-84.8567932
Franklin County,ga,22110,34.3756,-83.1932,34.3645724,-83.2077645
Franklin County,ia,7119,42.732,-93.298,42.7372361,-93.33889169999999
Franklin County,id,12914,42.1535,-111.78,42.2100342,-111.7614661
Franklin County,il,39694,37.96733333333333,-88.9585,38.0157197,-88.90306
Franklin County,in,22935,39.4154,-85.0756,39.4233977,-85.0649071
Franklin County,ks,12812,38.607,-95.27866666666667,38.6165913,-95.3102505
Franklin County,ky,41763,38.199,-84.86577777777777,38.2481018,-84.8984775
Franklin County,ma,59202,42.583800000000004,-72.55826666666667,42.530599,-72.61511689999999
Franklin County,me,26374,44.824000000000005,-70.33237500000001,45.0386059,-70.3979538
Franklin County,mo,69048,38.41854545454545,-91.00354545454545,38.3953601,-91.13530200000001
Franklin County,ms,7857,31.4725,-90.9185,31.4883928,-90.86751339999999
Franklin County,nc,56359,36.0466,-78.34150000000001,36.0741417,-78.2426748
Franklin County,ne,3105,40.19050000000001,-98.953,40.20898570000001,-98.92453429999999
Franklin County,ny,51280,44.632428571428576,-74.34607142857142,44.5926135,-74.3387798
Franklin County,oh,1023759,39.997627118644075,-82.98675423728807,40.0154745,-82.99316069999999
Franklin County,pa,136316,39.881791666666665,-77.66166666666666,39.8923855,-77.6536125
Franklin County,tn,35555,35.172625,-86.109375,35.1946865,-86.05296039999999
Franklin County,tx,10599,33.123333333333335,-95.21433333333333,33.1959954,-95.18492189999999
Franklin County,va,56315,37.0121,-79.8609,36.9458815,-79.8296743
Franklin County,vt,48418,44.833600000000004,-72.9698,44.8429222,-72.9340443
Franklin County,wa,86443,46.315583333333336,-119.0945,46.49373629999999,-118.8672379
Franklin Parish,la,15002,32.08075,-91.6975,32.0737103,-91.5983959
Franklin city,va,8457,36.675,-76.9365,36.6776507,-76.9224608
Frederick County,md,170063,39.43795348837209,-77.41220930232559,39.3844507,-77.4701972
Frederick County,va,74087,39.17461538461537,-78.19730769230769,39.2096441,-78.2601024
Fredericksburg city,va,25035,38.2974,-77.4786,38.3031837,-77.4605399
Freeborn County,mn,30897,43.659000000000006,-93.35499999999999,43.6656285,-93.33889169999999
Freestone County,tx,19586,31.707285714285717,-96.18614285714285,31.7534889,-96.15269850000001
Fremont County,co,37938,38.441545454545455,-105.217,38.5306514,-105.5005483
Fremont County,ia,4980,40.7685,-95.6995,40.7400403,-95.6457951
Fremont County,id,11678,43.9935,-111.5395,44.2242743,-111.4790031
Fremont County,wy,35804,43.074333333333335,-108.69988888888889,43.0119968,-108.6175626
Fresno County,ca,940719,36.746979274611405,-119.7588704663212,36.9858984,-119.2320784
Frio County,tx,18168,28.841333333333335,-99.14799999999998,28.831355,-99.1013498
Frontier County,ne,2573,40.525,-100.382,40.5744778,-100.3497895
Fulton County,ar,12224,36.376000000000005,-91.7885,36.3797374,-91.7928402
Fulton County,ga,944005,33.81995811518325,-84.39486387434556,33.8033965,-84.3962535
Fulton County,il,36323,40.51141666666667,-90.12374999999999,40.5531823,-90.2244662
Fulton County,in,20527,41.0475,-86.23,41.0204161,-86.2970998
Fulton County,ky,2875,36.557,-89.389,36.5630482,-89.1324866
Fulton County,ny,54606,43.07386666666666,-74.3298,43.1118737,-74.4994517
Fulton County,oh,37801,41.57874999999999,-84.10799999999999,41.5719341,-84.14351359999999
Fulton County,pa,9408,39.879,-78.0975,39.9048759,-78.1564432
Furnas County,ne,4887,40.176,-99.913,40.12139699999999,-99.99122539999999
Gadsden County,fl,46424,30.580666666666666,-84.57866666666668,30.5562947,-84.6479124
Gage County,ne,21818,40.26157142857143,-96.69885714285714,40.1989041,-96.663812
Gaines County,tx,18916,32.75966666666667,-102.60333333333334,32.6987519,-102.7135121
Galax city,va,6876,36.665499999999994,-80.9125,36.6612387,-80.9239671
Gallatin County,il,5385,37.7585,-88.20150000000001,37.7107751,-88.24611829999999
Gallatin County,ky,8567,38.7675,-84.822,38.7295069,-84.87763919999999
Gallatin County,mt,73731,45.634125000000004,-111.13906249999997,45.5388865,-111.1194231
Gallia County,oh,26705,38.85366666666666,-82.2805,38.8619254,-82.34518899999999
Galveston County,tx,297993,29.38679365079365,-94.96812698412697,29.37634989999999,-94.8520636
Garden County,ne,1823,41.615,-102.332,41.7369721,-102.2547919
Garfield County,co,53148,39.5544,-107.5414,39.6584775,-107.763621
Garfield County,mt,1047,47.414,-107.028,47.2662361,-107.1263146
Garfield County,ne,1933,41.914,-98.991,41.9678957,-98.92453429999999
Garfield County,ok,59525,36.392272727272726,-97.87854545454547,36.4361392,-97.87216
Garfield County,ut,5069,37.844,-111.7555,37.8400344,-111.2845025
Garfield County,wa,2230,46.351000000000006,-117.546,46.5185629,-117.5276611
Garland County,ar,85821,34.50499999999999,-93.0785,34.5559285,-93.17796589999999
Garrard County,ky,10718,37.613,-84.52499999999999,37.6413234,-84.56414699999999
Garrett County,md,29813,39.508857142857146,-79.28142857142856,39.5681243,-79.29021329999999
Garvin County,ok,24456,34.713499999999996,-97.2705,34.7289063,-97.35165579999999
Garza County,tx,6410,33.179,-101.298,33.1955897,-101.2523792
Gasconade County,mo,14948,38.4776,-91.4932,38.4335915,-91.4821482
Gaston County,nc,186522,35.27312280701754,-81.1608245614035,35.2895651,-81.20781640000001
Gates County,nc,11724,36.434999999999995,-76.721,36.4202077,-76.6874701
Geary County,ks,24933,39.025,-96.82379999999999,38.9984685,-96.79223549999999
Geauga County,oh,76363,41.49338888888889,-81.18544444444443,41.4641521,-81.20781640000001
Gem County,id,16731,43.974333333333334,-116.49633333333334,44.0324936,-116.3589245
Genesee County,mi,317419,43.02769607843136,-83.69749019607845,43.0777289,-83.67739279999999
Genesee County,ny,59458,43.004666666666665,-78.18126666666667,42.9837843,-78.1564432
Geneva County,al,26815,31.094833333333337,-85.7906666666667,31.0990456,-85.684578
Gentry County,mo,6785,40.212,-94.4185,40.1406981,-94.479976
George County,ms,10487,30.92533333333333,-88.62633333333333,30.8431226,-88.6723578
Georgetown County,sc,50094,33.44663636363636,-79.2559090909091,33.4213399,-79.29021329999999
Gibson County,in,33668,38.33085714285714,-87.57985714285714,38.3338249,-87.5791287
Gibson County,tn,49554,35.97038461538462,-88.91976923076922,35.9969735,-88.86469799999999
Gila County,az,51557,33.790933333333335,-110.9564,33.6370567,-110.5215459
Gilchrist County,fl,16992,29.707399999999996,-82.79920000000001,29.6871128,-82.82097399999999
Giles County,tn,28949,35.17675,-87.03537500000002,35.0894745,-86.9824288
Giles County,va,16907,37.31875,-80.70474999999999,37.3132885,-80.6770787
Gillespie County,tx,25398,30.3026,-98.9264,30.31499299999999,-98.92453429999999
Gilliam County,or,1883,45.43899999999999,-120.207,45.4565608,-120.1802024
Gilmer County,ga,28673,34.6762,-84.4624,34.6935359,-84.4802606
Gilmer County,wv,8644,38.941,-80.84150000000001,38.9203312,-80.8543847
Gilpin County,co,5605,39.842,-105.549,39.8770159,-105.4536718
Glacier County,mt,13611,48.632666666666665,-112.76433333333334,48.5217475,-112.919665
Glades County,fl,13272,27.00066666666667,-81.12966666666667,26.984415,-81.0754657
Gladwin County,mi,25501,43.976333333333336,-84.40188888888889,44.0327885,-84.3542049
Glascock County,ga,3087,33.223,-82.594,33.2422994,-82.6267345
Glasscock County,tx,1180,31.869,-101.52,31.912308,-101.6157773
Glenn County,ca,28029,39.63566666666667,-122.16666666666667,39.6437813,-122.4467238
Gloucester County,nj,202486,39.74606818181819,-75.13315909090907,39.7103023,-75.1078332
Gloucester County,va,33318,37.36057142857142,-76.51257142857142,37.4128281,-76.5025742
Glynn County,ga,81743,31.205400000000004,-81.46793333333335,31.2624169,-81.6035062
Gogebic County,mi,15824,46.44842857142857,-89.92714285714284,46.4392785,-89.92147399999999
Golden Valley County,mt,756,46.398,-109.216,46.3709324,-109.1743851
Golden Valley County,nd,1822,46.935,-103.827,47.0077031,-103.7914154
Goliad County,tx,7410,28.692,-97.40299999999999,28.5673709,-97.35165579999999
Gonzales County,tx,20172,29.477000000000004,-97.49466666666666,29.4834878,-97.5247243
Goochland County,va,20412,37.7015,-77.8685,37.74159969999999,-77.973865
Goodhue County,mn,42372,44.43844444444445,-92.69644444444445,44.4430251,-92.6983868
Gooding County,id,15233,42.888999999999996,-114.81,42.9180557,-114.7494346
Gordon County,ga,55889,34.48955555555555,-84.90511111111113,34.4891699,-84.8567932
Goshen County,wy,13544,42.09375,-104.2635,42.0334428,-104.3791912
Gosper County,ne,1976,40.526,-99.869,40.4604851,-99.8124935
Gove County,ks,2735,38.916,-100.46,38.9271279,-100.5296115
Grady County,ga,25243,30.8865,-84.22466666666666,30.9050079,-84.2278796
Grady County,ok,49809,35.10555555555555,-97.90077777777779,35.0472662,-97.87216
Grafton County,nh,86353,43.856277777777784,-71.90627777777779,43.9087929,-71.825994
Graham County,az,37407,32.86633333333334,-109.76533333333333,33.076805,-109.7591675
Graham County,ks,1564,39.361,-99.847,39.3198302,-99.8124935
Graham County,nc,5784,35.346500000000006,-83.834,35.3634623,-83.804868
Grainger County,tn,17824,36.26225,-83.50774999999999,36.3059333,-83.54965659999999
Grand County,co,14411,40.076,-106.01166666666666,40.0727382,-106.0640179
Grand County,ut,9388,38.689,-109.54849999999999,39.0086287,-109.5613343
Grand Forks County,nd,56998,47.89978571428572,-97.14628571428571,48.0037819,-97.35945249999999
Grand Isle County,vt,6952,44.7775,-73.2975,44.8595928,-73.2957299
Grand Traverse County,mi,84093,44.72066666666667,-85.60833333333336,44.687984,-85.52002399999999
Granite County,mt,3168,46.385,-113.457,46.3374643,-113.4647823
Grant County,ar,18054,34.292,-92.41900000000001,34.2628015,-92.4208713
Grant County,in,68896,40.52131250000001,-85.64456249999999,40.4730605,-85.684578
Grant County,ks,1416,37.569,-101.331,37.5245985,-101.2523792
Grant County,ky,17787,38.61666666666667,-84.61966666666666,38.6565245,-84.6479124
Grant County,mn,5961,45.9545,-96.015,45.9729315,-96.0471362
Grant County,nd,2362,46.362,-101.56,46.3951108,-101.5535564
Grant County,ne,769,41.919,-101.747,41.86377540000001,-101.7979613
Grant County,nm,29119,32.743375,-108.254625,32.9690805,-108.2377519
Grant County,ok,4517,36.748999999999995,-97.8315,36.79093,-97.69822719999999
Grant County,or,1990,44.519,-118.948,44.4384077,-118.8917326
Grant County,sd,7227,45.197,-96.7835,45.1752383,-96.75070350000001
Grant County,wa,79216,47.20333333333335,-119.42933333333333,47.1981147,-119.3732456
Grant County,wi,51489,42.84016666666667,-90.64075000000001,42.9397015,-90.6773046
Grant County,wv,11815,39.023666666666664,-79.19066666666666,39.1042079,-79.1548533
Grant Parish,la,19809,31.5285,-92.58425,31.6943716,-92.539603
Granville County,nc,48315,36.254999999999995,-78.6535,36.2799451,-78.6114999
Gratiot County,mi,38111,43.33122222222222,-84.62166666666667,43.2836505,-84.68974949999999
Graves County,ky,26580,36.74133333333334,-88.66116666666666,36.6887728,-88.7108964
Gray County,ks,6065,37.783,-100.44,37.6840811,-100.439656
Gray County,tx,22983,35.533857142857144,-100.95100000000001,35.3352558,-100.8903099
Grays Harbor County,wa,71419,47.04331249999999,-123.778375,46.9953526,-123.7012468
Grayson County,ky,20746,37.500800000000005,-86.353,37.4554962,-86.3782198
Grayson County,tx,117616,33.67864,-96.61139999999997,33.7062406,-96.663812
Grayson County,va,12372,36.6555,-81.165,36.6721195,-81.20781640000001
Greeley County,ne,2476,41.567,-98.522,41.520541,-98.5721016
Green County,ky,8244,37.224333333333334,-85.52266666666667,37.2570117,-85.56121
Green County,wi,37044,42.644625,-89.59075,42.6287336,-89.62516459999999
Green Lake County,wi,18966,43.855333333333334,-89.01283333333332,43.863117,-89.0179332
Greenbrier County,wv,35666,37.894714285714294,-80.49314285714286,38.0198478,-80.54384499999999
Greene County,al,8697,32.85366666666667,-87.93900000000001,32.9718107,-87.9334803
Greene County,ar,38063,36.090250000000005,-90.513125,36.1314931,-90.563609
Greene County,ga,16331,33.543285714285716,-83.14428571428572,33.5186591,-83.1649001
Greene County,ia,5364,42.0105,-94.3835,42.0700527,-94.479976
Greene County,il,13502,39.398399999999995,-90.38860000000001,39.4029862,-90.37483540000001
Greene County,in,32815,39.05577777777778,-87.00977777777778,39.0321796,-86.9824288
Greene County,mo,237261,37.19796226415093,-93.29567924528303,37.3311215,-93.5003454
Greene County,ms,14129,31.192500000000003,-88.63549999999998,31.1646163,-88.7108964
Greene County,nc,21328,35.486250000000005,-77.668,35.5013936,-77.69941969999999
Greene County,ny,42389,42.28092307692308,-74.01938461538461,42.2957321,-74.12399599999999
Greene County,oh,121643,39.73137037037037,-83.97166666666668,39.697399,-83.8897057
Greene County,pa,33829,39.87075,-80.131125,39.8113005,-80.1875065
Greene County,tn,68576,36.187400000000004,-82.84519999999999,36.1347943,-82.82097399999999
Greene County,va,18938,38.294000000000004,-78.45366666666666,38.3120359,-78.4524591
Greenlee County,az,5539,33.065,-109.2315,33.2405598,-109.2831531
Greensville County,va,7734,36.709999999999994,-77.5235,36.60568860000001,-77.6077865
Greenup County,ky,31957,38.5635,-82.85337500000001,38.5665695,-82.95015579999999
Greenville County,sc,408820,34.84888297872339,-82.35431914893614,34.9297484,-82.34518899999999
Greenwood County,ks,3814,37.8565,-96.242,37.9025905,-96.15269850000001
Greenwood County,sc,52196,34.19036363636364,-82.15245454545455,34.1672949,-82.12783999999999
Greer County,ok,6117,34.929500000000004,-99.578,34.9338651,-99.456155
Gregg County,tx,119932,32.49586956521738,-94.78000000000002,32.4892547,-94.8520636
Gregory County,sd,4226,43.2485,-99.158,43.1983133,-99.1013498
Grenada County,ms,21591,33.7778,-89.8092,33.7516314,-89.81303559999999
Griggs County,nd,2329,47.457,-98.23,47.3876664,-98.25542949999999
